Modulator	TF	significantTriplets	pvalue
Mark1	Tcf3	146	0.0023613090385472546
Mark1	Tcf7	197	1.4729328867701952E-12
Mark1	Zdhhc2	222	0.0
Mark2	Epas1	144	0.003987619452512692
Mark2	Nfkb1	679	0.0
Mark2	Tcf3	442	0.0
Mark2	Tcf7	141	0.008350802592771323
Mark2	Zfp36l1	277	0.0
Mark3	Nfkb1	207	4.6629367034256575E-15
Mark3	Psmc3ip	143	0.005133768582017084
Mark3	Tcf3	407	0.0
Mark3	Tcf7	162	1.4848526926014571E-5
Mark3	Tgif1	257	0.0
Mark3	Zfp36l1	307	0.0
Mas1	Nfkb1	485	0.0
Mas1	Psmc3ip	311	0.0
Mas1	Tcf3	780	0.0
Mas1	Tcf7	216	0.0
Mas1	Tgif1	557	0.0
Mas1	Zfp36l1	156	1.1895332408573545E-4
Mast1	Epas1	144	0.003987619452512692
Mast1	Nfkb1	284	0.0
Mast1	Psmc3ip	313	0.0
Mast1	Tcf3	225	0.0
Mast1	Tcf7	288	0.0
Mast1	Tgif1	323	0.0
Mast1	Zdhhc2	141	0.008350802592771323
Mast1	Zfp36l1	201	1.5576429035490946E-13
Mastl	Tcf3	143	0.005133768582017084
Mastl	Tgif1	151	5.718873964524196E-4
Matk	Nfkb1	625	0.0
Matk	Psmc3ip	480	0.0
Matk	Tcf3	781	0.0
Matk	Tcf7	204	2.7422508708241367E-14
Matk	Tgif1	592	0.0
Matk	Zfp36l1	387	0.0
Mbp	Nfkb1	182	3.28994298470775E-9
Mbp	Tcf3	232	0.0
Mbp	Tgif1	157	8.534409825400324E-5
Mc2r	Epas1	177	3.3146764555347374E-8
Mc2r	Nfkb1	417	0.0
Mc2r	Tcf3	236	0.0
Mc2r	Tgif1	150	7.687880084403798E-4
Mc2r	Zfp36l1	171	4.431930378245852E-7
Mc4r	Tcf7	162	1.4848526926014571E-5
Mchr1	Tcf7	158	6.086820161643747E-5
Mcoln1	Epas1	142	0.006568155885549598
Mcoln1	Psmc3ip	143	0.005133768582017084
Mcoln1	Tcf3	150	7.687880084403798E-4
Mcoln1	Zfp36l1	157	8.534409825400324E-5
Mcoln3	Epas1	233	0.0
Mcoln3	Nfkb1	164	7.081801022601475E-6
Mdm2	Epas1	273	0.0
Mdm2	Nfkb1	158	6.086820161643747E-5
Mdm2	Tcf3	516	0.0
Mdm2	Tcf7	377	0.0
Mdm2	Zfp36l1	150	7.687880084403798E-4
Melk	Epas1	221	0.0
Melk	Nfkb1	356	0.0
Melk	Tcf3	482	0.0
Melk	Tcf7	201	1.5576429035490946E-13
Melk	Tgif1	470	0.0
Melk	Zfp36l1	245	0.0
Men1	Epas1	162	1.4848526926014571E-5
Men1	Tcf7	399	0.0
Mertk	Nfkb1	151	5.718873964524196E-4
Mertk	Psmc3ip	166	3.3006699013959917E-6
Mertk	Tcf3	237	0.0
Met	Epas1	194	7.544187496932864E-12
Met	Nfkb1	229	0.0
Met	Tcf3	143	0.005133768582017084
Met	Tcf7	195	4.398370556657483E-12
Met	Zfp36l1	165	4.848611733110353E-6
Mgrn1	Epas1	400	0.0
Mgrn1	Nfkb1	144	0.003987619452512692
Mgrn1	Psmc3ip	145	0.00307810351166915
Mgrn1	Tcf3	297	0.0
Mgrn1	Tgif1	233	0.0
Mgrn1	Zfp36l1	143	0.005133768582017084
Mib1	Nfkb1	154	2.269858821103421E-4
Mib1	Tcf3	232	0.0
Mill2	Nfkb1	220	0.0
Mink1	Epas1	255	0.0
Mink1	Nfkb1	430	0.0
Mink1	Tcf3	226	0.0
Mink1	Tcf7	271	0.0
Mink1	Tgif1	191	3.6941338876772534E-11
Mink1	Zfp36l1	389	0.0
Mlkl	Tgif1	326	0.0
Mmp14	Nfkb1	463	0.0
Mmp14	Tcf3	461	0.0
Mmp14	Zfp36l1	489	0.0
Mpp2	Epas1	142	0.006568155885549598
Mpp2	Nfkb1	195	4.398370556657483E-12
Mpp2	Tcf3	178	2.1108174430573E-8
Mpzl1	Nfkb1	391	0.0
Mpzl1	Tcf3	312	0.0
Mpzl1	Tcf7	154	2.269858821103421E-4
Mpzl1	Zfp36l1	463	0.0
Mrap	Epas1	160	3.0417907412982892E-5
Mrap	Nfkb1	245	0.0
Mrap	Psmc3ip	165	4.848611733110353E-6
Mrap	Tcf3	520	0.0
Mrap	Tcf7	186	4.711634415954791E-10
Mrap	Tgif1	298	0.0
Mras	Nfkb1	237	0.0
Mras	Psmc3ip	327	0.0
Mras	Tcf3	452	0.0
Mras	Tgif1	610	0.0
Mras	Zdhhc2	200	2.751132655021138E-13
Mrgpra1	Nfkb1	155	1.6481194314832415E-4
Mrgpra1	Zfp36l1	145	0.00307810351166915
Mrgprb5	Zfp36l1	194	7.544187496932864E-12
Mrgpre	Epas1	256	0.0
Mrgpre	Nfkb1	402	0.0
Mrgpre	Tcf3	250	0.0
Mrgpre	Tcf7	229	0.0
Mrgpre	Tgif1	176	5.1770141729079455E-8
Mrgpre	Zfp36l1	273	0.0
Mrgprf	Psmc3ip	178	2.1108174430573E-8
Mrgprf	Tcf3	162	1.4848526926014571E-5
Mrgprf	Tcf7	284	0.0
Mrgprf	Zdhhc2	153	3.1073936805958713E-4
Mrgprg	Nfkb1	153	3.1073936805958713E-4
Mrgprg	Tcf3	186	4.711634415954791E-10
Mtm1	Nfkb1	467	0.0
Mtm1	Tcf3	354	0.0
Mtm1	Tcf7	158	6.086820161643747E-5
Mtm1	Zfp36l1	563	0.0
Mtmr2	Epas1	145	0.00307810351166915
Mtmr2	Tcf7	197	1.4729328867701952E-12
Mtnr1b	Epas1	195	4.398370556657483E-12
Mtnr1b	Nfkb1	403	0.0
Mtnr1b	Tcf3	502	0.0
Mtnr1b	Tcf7	196	2.5515145551935348E-12
Mtnr1b	Zfp36l1	334	0.0
Muc20	Epas1	690	0.0
Muc20	Tcf7	196	2.5515145551935348E-12
Muc4	Epas1	152	4.228344153047736E-4
Myadm	Nfkb1	179	1.3369621076897431E-8
Myadm	Tcf3	230	0.0
Myadm	Tgif1	274	0.0
Myadm	Zfp36l1	240	0.0
Myd88	Epas1	148	0.0013640379951170845
Myo1c	Epas1	224	0.0
Myo1g	Epas1	141	0.008350802592771323
Myo1g	Psmc3ip	147	0.0018002423278427049
Myo1g	Tgif1	153	3.1073936805958713E-4
Myof	Epas1	256	0.0
Ncoa1	Tcf3	144	0.003987619452512692
Ncs1	Epas1	168	1.503662832136321E-6
Ncs1	Nfkb1	494	0.0
Ncs1	Psmc3ip	342	0.0
Ncs1	Tcf3	532	0.0
Ncs1	Tcf7	300	0.0
Ncs1	Tgif1	152	4.228344153047736E-4
Ncstn	Epas1	416	0.0
Ncstn	Tcf7	567	0.0
Ndrg1	Nfkb1	385	0.0
Ndrg1	Tcf3	234	0.0
Ndrg1	Zdhhc2	337	0.0
Ndrg1	Zfp36l1	240	0.0
Ndrg4	Epas1	289	0.0
Ndrg4	Nfkb1	720	0.0
Ndrg4	Tgif1	223	0.0
Ndrg4	Zfp36l1	335	0.0
Necab2	Nfkb1	243	0.0
Necab2	Psmc3ip	220	0.0
Necab2	Tcf3	328	0.0
Necab2	Tcf7	360	0.0
Necab2	Tgif1	624	0.0
Necab2	Zdhhc2	287	0.0
Necab2	Zfp36l1	203	4.9182879990894435E-14
Nectin2	Tcf7	160	3.0417907412982892E-5
Nectin2	Tgif1	154	2.269858821103421E-4
Nedd9	Nfkb1	240	0.0
Nedd9	Zfp36l1	266	0.0
Neo1	Epas1	205	1.5210055437364645E-14
Neo1	Nfkb1	160	3.0417907412982892E-5
Neo1	Tcf7	472	0.0
Neo1	Zfp36l1	161	2.131443263708732E-5
Neto1	Tcf7	596	0.0
Neto1	Tgif1	171	4.431930378245852E-7
Neto2	Nfkb1	203	4.9182879990894435E-14
Neto2	Tcf3	235	0.0
Neto2	Tcf7	269	0.0
Neto2	Zfp36l1	144	0.003987619452512692
Nf1	Nfkb1	166	3.3006699013959917E-6
Nf1	Tcf3	175	8.041815569015398E-8
Nf2	Epas1	561	0.0
Nf2	Tcf7	218	0.0
Nfam1	Epas1	181	5.278091741445223E-9
Nfam1	Nfkb1	248	0.0
Nfam1	Tcf3	397	0.0
Nfe2l2	Nfkb1	483	0.0
Nfe2l2	Tcf3	579	0.0
Nfe2l2	Tcf7	190	6.209965874859336E-11
Nfe2l2	Tgif1	436	0.0
Nfe2l2	Zdhhc2	164	7.081801022601475E-6
Nfe2l2	Zfp36l1	144	0.003987619452512692
Nfkbia	Epas1	308	0.0
Nfkbia	Nfkb1	456	0.0
Nfkbia	Psmc3ip	200	2.751132655021138E-13
Nfkbia	Tcf3	451	0.0
Nfkbia	Tcf7	205	1.5210055437364645E-14
Nfkbia	Tgif1	241	0.0
Nfkbia	Zdhhc2	217	0.0
Nfkbia	Zfp36l1	332	0.0
Nkd1	Tcf3	240	0.0
Nkd1	Tgif1	388	0.0
Nlgn1	Epas1	251	0.0
Nlgn1	Nfkb1	146	0.0023613090385472546
Nlgn1	Tcf3	215	0.0
Nlgn1	Zfp36l1	168	1.503662832136321E-6
Nlgn3	Epas1	560	0.0
Nlgn3	Nfkb1	323	0.0
Nlgn3	Psmc3ip	432	0.0
Nlgn3	Tcf3	532	0.0
Nlgn3	Tgif1	806	0.0
Nlgn3	Zfp36l1	342	0.0
Nlrp10	Epas1	248	0.0
Nlrp10	Tcf3	244	0.0
Nlrp10	Zdhhc2	170	6.697008005929206E-7
Nlrx1	Nfkb1	142	0.006568155885549598
Nlrx1	Tcf3	163	1.0284176798491806E-5
Nlrx1	Zfp36l1	196	2.5515145551935348E-12
Nme7	Epas1	197	1.4729328867701952E-12
Nme7	Tcf7	251	0.0
Nme7	Tgif1	185	7.719400674233157E-10
Nmur1	Nfkb1	193	1.2875478461182865E-11
Nmur1	Tcf3	326	0.0
Nmur1	Zfp36l1	144	0.003987619452512692
Nod1	Epas1	160	3.0417907412982892E-5
Nod1	Nfkb1	732	0.0
Nod1	Tcf3	391	0.0
Nod1	Zfp36l1	347	0.0
Nod2	Epas1	151	5.718873964524196E-4
Nod2	Nfkb1	479	0.0
Nod2	Tcf3	431	0.0
Nod2	Tgif1	157	8.534409825400324E-5
Nos3	Psmc3ip	149	0.0010271846261774575
Nos3	Tgif1	182	3.28994298470775E-9
Notch1	Epas1	148	0.0013640379951170845
Notch1	Nfkb1	153	3.1073936805958713E-4
Notch1	Tcf3	402	0.0
Notch1	Zfp36l1	206	8.43769498715119E-15
Notch2	Epas1	337	0.0
Notch2	Tcf7	275	0.0
Nox4	Epas1	513	0.0
Nox4	Nfkb1	219	0.0
Nox4	Psmc3ip	241	0.0
Nox4	Tcf3	580	0.0
Nox4	Tgif1	214	1.1102230246251565E-16
Nox4	Zfp36l1	224	0.0
Npbwr1	Epas1	218	0.0
Npbwr1	Tcf7	144	0.003987619452512692
Npffr2	Nfkb1	172	2.916654073814584E-7
Npffr2	Tcf3	407	0.0
Nphs1	Nfkb1	573	0.0
Nphs1	Tcf3	701	0.0
Nphs1	Zfp36l1	520	0.0
Npnt	Epas1	179	1.3369621076897431E-8
Npnt	Psmc3ip	165	4.848611733110353E-6
Npnt	Tcf3	162	1.4848526926014571E-5
Npnt	Tcf7	220	0.0
Npy1r	Psmc3ip	263	0.0
Npy1r	Tcf3	184	1.2581454766902311E-9
Npy2r	Tcf7	168	1.503662832136321E-6
Npy2r	Tgif1	186	4.711634415954791E-10
Npy4r	Tcf3	233	0.0
Npy4r	Zfp36l1	146	0.0023613090385472546
Npy5r	Tgif1	181	5.278091741445223E-9
Npy5r	Zfp36l1	167	2.2341343067777686E-6
Nras	Nfkb1	171	4.431930378245852E-7
Nras	Tcf3	269	0.0
Nras	Tgif1	213	1.1102230246251565E-16
Nrg3	Psmc3ip	249	0.0
Nrp1	Tcf7	283	0.0
Nrp1	Zfp36l1	250	0.0
Nrxn1	Nfkb1	159	4.3155750089285405E-5
Nrxn1	Tcf3	246	0.0
Nsg1	Tgif1	179	1.3369621076897431E-8
Nsmf	Nfkb1	384	0.0
Nsmf	Psmc3ip	262	0.0
Nsmf	Tcf3	533	0.0
Nsmf	Tgif1	178	2.1108174430573E-8
Nsmf	Zdhhc2	394	0.0
Ntrk2	Tgif1	360	0.0
Ntsr1	Tcf3	177	3.3146764555347374E-8
Ntsr1	Tcf7	189	1.0386125293138093E-10
Ntsr2	Nfkb1	210	7.771561172376096E-16
Ntsr2	Tcf3	194	7.544187496932864E-12
Ntsr2	Tgif1	193	1.2875478461182865E-11
Nup85	Epas1	157	8.534409825400324E-5
Nup85	Nfkb1	563	0.0
Nup85	Psmc3ip	419	0.0
Nup85	Tcf3	443	0.0
Nup85	Tgif1	218	0.0
Nup85	Zfp36l1	263	0.0
Ocrl	Epas1	166	3.3006699013959917E-6
Ocrl	Nfkb1	151	5.718873964524196E-4
Ocrl	Psmc3ip	151	5.718873964524196E-4
Ocrl	Tcf3	231	0.0
Ocrl	Tgif1	285	0.0
Ocrl	Zfp36l1	236	0.0
Ogt	Epas1	249	0.0
Ogt	Nfkb1	203	4.9182879990894435E-14
Ogt	Tcf3	447	0.0
Ogt	Zdhhc2	202	8.770761894538737E-14
Olfm1	Nfkb1	234	0.0
Olfm1	Tcf7	241	0.0
Olfm1	Zdhhc2	203	4.9182879990894435E-14
Olfr1	Nfkb1	166	3.3006699013959917E-6
Olfr1	Tcf3	189	1.0386125293138093E-10
Olfr1009	Epas1	431	0.0
Olfr1009	Tcf3	142	0.006568155885549598
Olfr1009	Tcf7	267	0.0
Olfr1009	Tgif1	209	1.3322676295501878E-15
Olfr1030	Epas1	382	0.0
Olfr1030	Tcf7	308	0.0
Olfr1052	Nfkb1	159	4.3155750089285405E-5
Olfr1052	Tcf3	249	0.0
Olfr1086	Epas1	177	3.3146764555347374E-8
Olfr1086	Tcf3	152	4.228344153047736E-4
Olfr1086	Zfp36l1	144	0.003987619452512692
Olfr1093	Epas1	403	0.0
Olfr1093	Tcf3	147	0.0018002423278427049
Olfr12	Tcf7	147	0.0018002423278427049
Olfr13	Epas1	259	0.0
Olfr13	Zfp36l1	152	4.228344153047736E-4
Olfr139	Epas1	310	0.0
Olfr140	Tgif1	162	1.4848526926014571E-5
Olfr1444	Epas1	215	0.0
Olfr1444	Nfkb1	479	0.0
Olfr1444	Tcf3	441	0.0
Olfr1444	Zfp36l1	175	8.041815569015398E-8
Olfr148	Nfkb1	549	0.0
Olfr148	Tcf3	217	0.0
Olfr148	Zfp36l1	195	4.398370556657483E-12
Olfr16	Tgif1	147	0.0018002423278427049
Olfr187	Epas1	155	1.6481194314832415E-4
Olfr187	Nfkb1	180	8.42281966395575E-9
Olfr187	Tcf3	150	7.687880084403798E-4
Olfr24	Epas1	410	0.0
Olfr24	Tcf7	333	0.0
Olfr476	Nfkb1	835	0.0
Olfr476	Tcf3	651	0.0
Olfr476	Zfp36l1	347	0.0
Olfr479	Epas1	278	0.0
Olfr483	Epas1	163	1.0284176798491806E-5
Olfr488	Epas1	154	2.269858821103421E-4
Olfr488	Nfkb1	167	2.2341343067777686E-6
Olfr488	Tgif1	256	0.0
Olfr488	Zfp36l1	158	6.086820161643747E-5
Olfr495	Tgif1	331	0.0
Olfr5	Epas1	399	0.0
Olfr5	Nfkb1	269	0.0
Olfr5	Tcf3	213	1.1102230246251565E-16
Olfr508	Epas1	202	8.770761894538737E-14
Olfr508	Nfkb1	761	0.0
Olfr508	Psmc3ip	154	2.269858821103421E-4
Olfr508	Tcf3	816	0.0
Olfr508	Tcf7	213	1.1102230246251565E-16
Olfr508	Zfp36l1	256	0.0
Olfr509	Epas1	195	4.398370556657483E-12
Olfr544	Epas1	156	1.1895332408573545E-4
Olfr549	Epas1	437	0.0
Olfr55	Epas1	194	7.544187496932864E-12
Olfr557	Epas1	298	0.0
Olfr557	Psmc3ip	158	6.086820161643747E-5
Olfr557	Tcf7	389	0.0
Olfr570	Epas1	515	0.0
Olfr570	Nfkb1	289	0.0
Olfr570	Tcf3	174	1.2423791595495004E-7
Olfr570	Tcf7	230	0.0
Olfr574	Nfkb1	151	5.718873964524196E-4
Olfr574	Tcf3	201	1.5576429035490946E-13
Olfr574	Zfp36l1	159	4.3155750089285405E-5
Olfr577	Epas1	450	0.0
Olfr577	Nfkb1	383	0.0
Olfr577	Tcf3	409	0.0
Olfr577	Tcf7	208	2.55351295663786E-15
Olfr577	Tgif1	308	0.0
Olfr577	Zfp36l1	169	1.0063224256118275E-6
Olfr589	Epas1	376	0.0
Olfr603	Nfkb1	213	1.1102230246251565E-16
Olfr603	Tgif1	164	7.081801022601475E-6
Olfr603	Zfp36l1	225	0.0
Olfr607	Epas1	190	6.209965874859336E-11
Olfr607	Nfkb1	192	2.186417713545552E-11
Olfr607	Tcf3	222	0.0
Olfr609	Nfkb1	432	0.0
Olfr609	Tcf3	459	0.0
Olfr611	Epas1	457	0.0
Olfr611	Nfkb1	185	7.719400674233157E-10
Olfr611	Tcf3	185	7.719400674233157E-10
Olfr611	Tcf7	218	0.0
Olfr615	Tgif1	203	4.9182879990894435E-14
Olfr617	Epas1	195	4.398370556657483E-12
Olfr617	Nfkb1	205	1.5210055437364645E-14
Olfr617	Tcf3	168	1.503662832136321E-6
Olfr617	Zfp36l1	151	5.718873964524196E-4
Olfr618	Epas1	216	0.0
Olfr618	Tcf3	141	0.008350802592771323
Olfr620	Epas1	280	0.0
Olfr620	Nfkb1	573	0.0
Olfr620	Tcf3	312	0.0
Olfr620	Tcf7	221	0.0
Olfr620	Zfp36l1	184	1.2581454766902311E-9
Olfr623	Epas1	320	0.0
Olfr63	Tgif1	182	3.28994298470775E-9
Olfr635	Epas1	307	0.0
Olfr635	Nfkb1	297	0.0
Olfr635	Tcf3	233	0.0
Olfr635	Tcf7	251	0.0
Olfr635	Tgif1	199	4.836131495267182E-13
Olfr635	Zfp36l1	248	0.0
Olfr638	Epas1	214	1.1102230246251565E-16
Olfr638	Tgif1	153	3.1073936805958713E-4
Olfr641	Tgif1	164	7.081801022601475E-6
Olfr646	Epas1	161	2.131443263708732E-5
Olfr646	Nfkb1	165	4.848611733110353E-6
Olfr646	Psmc3ip	157	8.534409825400324E-5
Olfr646	Tcf3	161	2.131443263708732E-5
Olfr648	Nfkb1	215	0.0
Olfr648	Tcf3	211	4.440892098500626E-16
Olfr648	Tgif1	169	1.0063224256118275E-6
Olfr649	Epas1	141	0.008350802592771323
Olfr649	Nfkb1	642	0.0
Olfr649	Tcf3	340	0.0
Olfr649	Tgif1	200	2.751132655021138E-13
Olfr653	Epas1	190	6.209965874859336E-11
Olfr656	Epas1	513	0.0
Olfr656	Nfkb1	454	0.0
Olfr656	Tcf3	168	1.503662832136321E-6
Olfr656	Tcf7	207	4.6629367034256575E-15
Olfr656	Zfp36l1	226	0.0
Olfr657	Zfp36l1	179	1.3369621076897431E-8
Olfr668	Epas1	575	0.0
Olfr668	Nfkb1	518	0.0
Olfr668	Tcf3	395	0.0
Olfr668	Tcf7	264	0.0
Olfr668	Zfp36l1	293	0.0
Olfr671	Epas1	156	1.1895332408573545E-4
Olfr672	Epas1	313	0.0
Olfr672	Tcf3	163	1.0284176798491806E-5
Olfr675	Epas1	295	0.0
Olfr675	Psmc3ip	176	5.1770141729079455E-8
Olfr675	Tcf3	230	0.0
Olfr675	Tgif1	153	3.1073936805958713E-4
Olfr675	Zfp36l1	149	0.0010271846261774575
Olfr691	Psmc3ip	154	2.269858821103421E-4
Olfr749	Epas1	148	0.0013640379951170845
Opn4	Nfkb1	246	0.0
Opn4	Tcf3	350	0.0
Opn4	Zfp36l1	156	1.1895332408573545E-4
Opn5	Epas1	147	0.0018002423278427049
Oprk1	Zfp36l1	244	0.0
Oprl1	Epas1	400	0.0
Oprl1	Nfkb1	265	0.0
Oprl1	Tcf3	336	0.0
Oprl1	Zfp36l1	171	4.431930378245852E-7
Osmr	Epas1	317	0.0
Osmr	Nfkb1	596	0.0
Osmr	Psmc3ip	156	1.1895332408573545E-4
Osmr	Tcf3	690	0.0
Osmr	Tcf7	240	0.0
Osmr	Tgif1	409	0.0
Osmr	Zdhhc2	145	0.00307810351166915
Osmr	Zfp36l1	158	6.086820161643747E-5
P2rx1	Epas1	269	0.0
P2rx1	Tcf3	360	0.0
P2rx1	Zfp36l1	161	2.131443263708732E-5
P2rx2	Nfkb1	160	3.0417907412982892E-5
P2rx2	Tcf3	200	2.751132655021138E-13
P2rx3	Epas1	416	0.0
P2rx3	Nfkb1	982	0.0
P2rx3	Tcf3	859	0.0
P2rx3	Tcf7	441	0.0
P2rx3	Tgif1	192	2.186417713545552E-11
P2rx3	Zfp36l1	528	0.0
P2rx4	Epas1	153	3.1073936805958713E-4
P2rx4	Nfkb1	755	0.0
P2rx4	Tcf3	460	0.0
P2rx4	Tgif1	269	0.0
P2rx4	Zfp36l1	196	2.5515145551935348E-12
P2rx7	Tcf3	156	1.1895332408573545E-4
P2rx7	Zfp36l1	278	0.0
P2ry10	Epas1	225	0.0
P2ry10	Psmc3ip	147	0.0018002423278427049
P2ry10	Tcf3	301	0.0
P2ry12	Nfkb1	344	0.0
P2ry12	Tcf3	272	0.0
P2ry12	Tgif1	528	0.0
P2ry12	Zfp36l1	144	0.003987619452512692
P2ry13	Epas1	264	0.0
P2ry13	Psmc3ip	175	8.041815569015398E-8
P2ry13	Tcf3	187	2.860919279257246E-10
P2ry13	Tcf7	203	4.9182879990894435E-14
P2ry13	Tgif1	263	0.0
P2ry14	Tcf3	149	0.0010271846261774575
P2ry14	Tgif1	145	0.00307810351166915
P2ry4	Nfkb1	230	0.0
P2ry4	Psmc3ip	142	0.006568155885549598
P2ry4	Tcf3	279	0.0
P2ry4	Tgif1	305	0.0
P2ry4	Zfp36l1	177	3.3146764555347374E-8
P2ry6	Nfkb1	181	5.278091741445223E-9
P2ry6	Tcf3	290	0.0
P4hb	Epas1	323	0.0
P4hb	Nfkb1	243	0.0
P4hb	Tcf3	215	0.0
P4hb	Tcf7	1077	0.0
P4hb	Tgif1	194	7.544187496932864E-12
P4hb	Zfp36l1	351	0.0
Pacsin1	Nfkb1	442	0.0
Pacsin1	Psmc3ip	173	1.9088342018136473E-7
Pacsin1	Tcf3	205	1.5210055437364645E-14
Pacsin1	Tgif1	362	0.0
Pacsin1	Zdhhc2	212	2.220446049250313E-16
Pacsin1	Zfp36l1	163	1.0284176798491806E-5
Pacsin2	Epas1	185	7.719400674233157E-10
Pacsin2	Nfkb1	155	1.6481194314832415E-4
Pacsin2	Tcf3	165	4.848611733110353E-6
Pacsin2	Tcf7	159	4.3155750089285405E-5
Pak1	Psmc3ip	174	1.2423791595495004E-7
Palm	Nfkb1	337	0.0
Paqr6	Tcf7	146	0.0023613090385472546
Paqr6	Tgif1	181	5.278091741445223E-9
Paqr7	Nfkb1	238	0.0
Paqr7	Psmc3ip	271	0.0
Paqr7	Tcf3	383	0.0
Park7	Epas1	234	0.0
Park7	Psmc3ip	245	0.0
Park7	Tcf3	240	0.0
Park7	Tgif1	166	3.3006699013959917E-6
Park7	Zdhhc2	160	3.0417907412982892E-5
Pcsk5	Epas1	265	0.0
Pcsk5	Nfkb1	223	0.0
Pcsk5	Tcf3	269	0.0
Pcsk5	Zfp36l1	194	7.544187496932864E-12
Pcsk9	Psmc3ip	193	1.2875478461182865E-11
Pcsk9	Tcf3	151	5.718873964524196E-4
Pcsk9	Tgif1	145	0.00307810351166915
Pdap1	Epas1	191	3.6941338876772534E-11
Pdap1	Tcf3	239	0.0
Pdap1	Tcf7	250	0.0
Pdcd10	Nfkb1	143	0.005133768582017084
Pdcd10	Tcf3	162	1.4848526926014571E-5
Pdcd10	Tcf7	326	0.0
Pdcd10	Tgif1	189	1.0386125293138093E-10
Pdcd10	Zdhhc2	167	2.2341343067777686E-6
Pdcd10	Zfp36l1	176	5.1770141729079455E-8
Pde2a	Nfkb1	238	0.0
Pde2a	Psmc3ip	144	0.003987619452512692
Pde2a	Tcf3	337	0.0
Pde2a	Tcf7	298	0.0
Pde2a	Tgif1	350	0.0
Pde2a	Zfp36l1	216	0.0
Pde4a	Epas1	224	0.0
Pde4a	Nfkb1	625	0.0
Pde4a	Psmc3ip	458	0.0
Pde4a	Tcf3	365	0.0
Pde4a	Tcf7	282	0.0
Pde4a	Tgif1	222	0.0
Pde4a	Zfp36l1	216	0.0
Pde6c	Tcf3	215	0.0
Pde9a	Tcf3	189	1.0386125293138093E-10
Pde9a	Tgif1	226	0.0
Pdgfb	Nfkb1	258	0.0
Pdgfb	Tcf3	186	4.711634415954791E-10
Pdgfb	Tcf7	151	5.718873964524196E-4
Pdgfc	Epas1	153	3.1073936805958713E-4
Pdgfc	Nfkb1	282	0.0
Pdgfc	Tcf3	258	0.0
Pdgfc	Tcf7	245	0.0
Pdgfc	Tgif1	221	0.0
Pdgfc	Zfp36l1	236	0.0
Pdgfra	Nfkb1	568	0.0
Pdgfra	Psmc3ip	147	0.0018002423278427049
Pdgfra	Tcf3	443	0.0
Pdgfra	Tcf7	161	2.131443263708732E-5
Pdgfra	Tgif1	192	2.186417713545552E-11
Pdgfra	Zdhhc2	149	0.0010271846261774575
Pdgfra	Zfp36l1	273	0.0
Pdgfrb	Nfkb1	552	0.0
Pdgfrb	Psmc3ip	238	0.0
Pdgfrb	Tcf3	267	0.0
Pdgfrb	Tgif1	198	8.461009670668318E-13
Pdgfrb	Zdhhc2	144	0.003987619452512692
Pdgfrb	Zfp36l1	337	0.0
Pdia3	Epas1	410	0.0
Pdia3	Nfkb1	389	0.0
Pdia3	Psmc3ip	253	0.0
Pdia3	Tcf3	476	0.0
Pdia3	Tcf7	320	0.0
Pdia3	Tgif1	262	0.0
Pdia3	Zdhhc2	181	5.278091741445223E-9
Pdia3	Zfp36l1	364	0.0
Pdk1	Nfkb1	340	0.0
Pdk1	Psmc3ip	156	1.1895332408573545E-4
Pdk1	Tcf3	307	0.0
Pdk1	Tcf7	190	6.209965874859336E-11
Pdk1	Tgif1	285	0.0
Pdk1	Zfp36l1	230	0.0
Pdpk1	Epas1	168	1.503662832136321E-6
Pdpk1	Nfkb1	357	0.0
Pdpk1	Tcf3	287	0.0
Pdpk1	Tcf7	810	0.0
Pdpk1	Zfp36l1	429	0.0
Pdpn	Nfkb1	167	2.2341343067777686E-6
Pdpn	Psmc3ip	146	0.0023613090385472546
Pdpn	Tcf3	226	0.0
Pdpn	Tcf7	298	0.0
Pdpn	Tgif1	306	0.0
Pdpn	Zfp36l1	261	0.0
Pecam1	Epas1	571	0.0
Pecam1	Psmc3ip	235	0.0
Penk	Tcf7	207	4.6629367034256575E-15
Penk	Tgif1	232	0.0
Penk	Zfp36l1	145	0.00307810351166915
Perp	Nfkb1	175	8.041815569015398E-8
Perp	Tcf3	155	1.6481194314832415E-4
Perp	Tcf7	143	0.005133768582017084
Perp	Tgif1	204	2.7422508708241367E-14
Perp	Zfp36l1	306	0.0
Pgr	Epas1	277	0.0
Phb	Epas1	185	7.719400674233157E-10
Phb	Nfkb1	177	3.3146764555347374E-8
Phb	Psmc3ip	225	0.0
Phb	Tcf3	161	2.131443263708732E-5
Phb	Tcf7	161	2.131443263708732E-5
Phb	Zdhhc2	219	0.0
Phlda3	Epas1	244	0.0
Phlda3	Psmc3ip	233	0.0
Phlda3	Tcf3	329	0.0
Phlda3	Tcf7	170	6.697008005929206E-7
Phlda3	Tgif1	191	3.6941338876772534E-11
Phlpp1	Tcf3	174	1.2423791595495004E-7
Pi4ka	Nfkb1	223	0.0
Pi4ka	Tcf3	221	0.0
Pi4kb	Epas1	150	7.687880084403798E-4
Pi4kb	Nfkb1	187	2.860919279257246E-10
Pi4kb	Psmc3ip	331	0.0
Pi4kb	Tcf3	334	0.0
Pi4kb	Tgif1	292	0.0
Pik3ap1	Nfkb1	481	0.0
Pik3ap1	Tcf3	587	0.0
