uniprotswissprot;entrezgene_id;symbol
P50876;9781;RNF144A
O75829;11061;CNMD
Q86VV4;202151;RANBP3L
Q9NTX5;55862;ECHDC1
Q9Y222;9988;DMTF1
P11216;5834;PYGB
P58400;9378;NRXN1
P08133;309;ANXA6
Q9NVA4;55751;TMEM184C
Q9HBR0;124565;SLC38A10
Q5VXD3;148418;SAMD13
O95670;534;ATP6V1G2
P08861;23436;CELA3B
O94993;11063;SOX30
Q6P2P2;90826;PRMT9
Q96AN5;55260;TMEM143
O75175;4849;CNOT3
Q96BZ8;79165;LENG1
P46379;7917;BAG6
Q8N2K0;26090;ABHD12
P0DL12;147670;SMIM17
Q9Y4F3;9665;MARF1
P09093;10136;CELA3A
P35221;1495;CTNNA1
P36969;2879;GPX4
Q9Y673;29880;ALG5
Q9NP95;26281;FGF20
O14764;2563;GABRD
Q15041;23204;ARL6IP1
P40123;10486;CAP2
Q96KQ7;10919;EHMT2
Q58F21;676;BRDT
Q2QL34;255027;MPV17L
P52742;7694;ZNF135
Q9UMR5;9374;PPT2
Q6DN12;55784;MCTP2
Q96QV6;221613;HIST1H2AA
Q9UBP9;51454;GULP1
Q96MC5;89927;BMERB1
P49326;2330;FMO5
Q9NZV7;23619;ZIM2
P40121;822;CAPG
Q96A08;255626;HIST1H2BA
Q6UXA7;29113;C6orf15
Q96B26;11340;EXOSC8
A8MVS5;255809;C19orf38
Q16851;7360;UGP2
O94929;22885;ABLIM3
Q9Y5Q6;10022;INSL5
O95271;8658;TNKS
Q8TBC5;65982;ZSCAN18
Q9BQK8;64900;LPIN3
Q16520;10538;BATF
P29508;6317;SERPINB3
Q9NWU2;54994;GID8
Q86V71;353088;ZNF429
Q9NT22;90187;EMILIN3
P08579;6629;SNRPB2
Q9HC77;55835;CENPJ
P62244;6210;RPS15A
Q9NS75;57105;CYSLTR2
Q9P299;51226;COPZ2
P34932;3308;HSPA4
Q8ND82;55609;ZNF280C
Q9BU79;79161;TMEM243
B2RTY4;4649;MYO9A
Q9UIG5;170679;PSORS1C1
Q96P15;89778;SERPINB11
Q8TED9;134265;AFAP1L1
P09430;7141;TNP1
A6NGY3;100190949;C5orf52
Q8TF32;170959;ZNF431
Q15517;1041;CDSN
Q9UIG4;170680;PSORS1C2
P17019;7562;ZNF708
Q969E2;113178;SCAMP4
Q9NRW4;56940;DUSP22
O95206;5100;PCDH8
P24593;3488;IGFBP5
Q8N149;11027;LILRA2
Q8IXU6;54733;SLC35F2
O95498;8875;VNN2
Q14390;91227;GGTLC2
Q13838;7919;DDX39B
O15354;2861;GPR37
Q86Z14;152831;KLB
P07148;2168;FABP1
Q9Y2C5;10050;SLC17A4
Q7Z465;149428;BNIPL
P21815;3381;IBSP
A4D0Y5;154872;C7orf77
Q9Y328;51617;NSG2
Q8N7B6;133015;PACRGL
Q9BYT1;63910;SLC17A9
Q2M2W7;284018;C17orf58
Q96LD8;123228;SENP8
Q6R327;253260;RICTOR
Q6UX06;10562;OLFM4
B6SEH9;100271846;ERVV-2
Q9UER7;1616;DAXX
Q9BZJ3;23430;TPSD1
Q9GZU2;5178;PEG3
Q9H910;90861;JPT2
Q9BU23;91289;LMF2
Q9UDY6;10107;TRIM10
P59942;401250;MCCD1
Q9Y680;51661;FKBP7
Q15477;6499;SKIV2L
Q03923;7639;ZNF85
Q9NQ76;56955;MEPE
Q6MZW2;23105;FSTL4
Q8N1P7;55057;CRYBG2
O95473;23546;SYNGR4
P54756;2044;EPHA5
Q14964;54734;RAB39A
Q9GZK4;26716;OR2H1
Q9UKR5;11161;ERG28
Q7Z7L8;387763;C11orf96
Q9UJM8;54363;HAO1
A6NK53;353355;ZNF233
Q13823;29889;GNL2
Q9UJ83;26061;HACL1
Q9BWU1;23097;CDK19
Q8IYB9;152687;ZNF595
Q9H8G1;80264;ZNF430
Q9Y5U2;10078;TSSC4
Q9Y2P0;90485;ZNF835
Q9UBC1;4795;NFKBIL1
Q15375;2045;EPHA7
Q9NZL9;27430;MAT2B
Q5T1R4;59269;HIVEP3
P43003;6507;SLC1A3
Q96RY5;57585;CRAMP1
Q8NE65;148203;ZNF738
Q9BQR3;83886;PRSS27
O14645;7802;DNALI1
P24390;10945;KDELR1
Q86WZ6;7770;ZNF227
P59861;644414;DEFB131A
Q7Z3B3;284058;KANSL1
P24752;38;ACAT1
Q5HY92;55137;FIGN
Q9UPI3;55640;FLVCR2
Q9Y2H6;22862;FNDC3A
Q6ZR52;284443;ZNF493
P49795;10287;RGS19
P13987;966;CD59
Q92750;6875;TAF4B
P43630;3812;KIR3DL2
O43837;3420;IDH3B
Q9NQZ8;58491;ZNF71
Q9NUM3;55334;SLC39A9
Q9BUR4;55135;WRAP53
P31270;3207;HOXA11
Q9Y333;57819;LSM2
O75676;8986;RPS6KA4
P0CW27;100130274;CCDC166
P02686;4155;MBP
Q14590;9310;ZNF235
Q9NRC9;56914;OTOR
Q15818;4884;NPTX1
Q8NGJ5;119682;OR51L1
Q9Y6F7;9426;CDY2B
Q9Y6F7;203611;CDY2B
Q9NRH1;57002;YAE1
Q6PIL6;80333;KCNIP4
P84090;2079;ERH
P43251;686;BTD
Q3C1V1;100131378;C11orf91
Q93034;8065;CUL5
P04439;3105;HLA-A
P13746;3105;HLA-A
P16188;3105;HLA-A
Q8NEG4;113828;FAM83F
P34931;3305;HSPA1L
Q16819;4224;MEP1A
Q12908;6555;SLC10A2
Q99519;4758;NEU1
Q68CR1;23231;SEL1L3
P0DJR0;100507096;GIMD1
Q3SXZ3;255403;ZNF718
P52292;3838;KPNA2
Q15370;6923;ELOB
Q8N5G0;389203;SMIM20
Q8IZF2;221395;ADGRF5
P48735;3418;IDH2
P49757;8650;NUMB
O75019;11024;LILRA1
Q6EMB2;23093;TTLL5
Q99706;3805;KIR2DL4
Q99706;112268354;KIR2DL4
Q92888;9138;ARHGEF1
P12644;652;BMP4
P31323;5577;PRKAR2B
Q9UBF9;9499;MYOT
Q96C28;286075;ZNF707
Q8IYF3;56159;TEX11
Q9ULT8;25831;HECTD1
Q6ZNF0;390928;ACP7
Q9UI95;10459;MAD2L2
P43354;4929;NR4A2
P51812;6197;RPS6KA3
O14490;9229;DLGAP1
P30203;923;CD6
P18615;7936;NELFE
P31271;3209;HOXA13
P57796;57010;CABP4
Q8NEM7;55578;SUPT20H
Q8TDT2;390212;GPR152
O43677;4717;NDUFC1
P17302;2697;GJA1
P10600;7043;TGFB3
Q9H6X4;80194;TMEM134
Q8NGI7;390201;OR10V1
Q16552;3605;IL17A
O60303;23247;KIAA0556
Q96PD4;112744;IL17F
Q96FT9;112752;IFT43
Q9UQ35;23524;SRRM2
Q9C019;89870;TRIM15
Q8NDY6;128408;BHLHE23
Q96N03;128434;VSTM2L
Q9Y2V7;57511;COG6
Q9BSQ5;83605;CCM2
Q9P1U0;30834;ZNRD1
Q8WXD9;57524;CASKIN1
Q5VTH9;79819;WDR78
A6PVS8;127255;LRRIQ3
P43632;3809;KIR2DS4
Q04609;2346;FOLH1
Q8N608;57628;DPP10
Q9H1E5;56255;TMX4
Q68CQ1;374977;MROH7
O43556;8910;SGCE
Q9NSC2;6299;SALL1
Q03828;344191;EVX2
Q9UBU2;27123;DKK2
O43156;9675;TTI1
Q9NYF5;51306;FAM13B
P63279;7329;UBE2I
Q13277;6809;STX3
Q9HB20;65977;PLEKHA3
P43626;3802;KIR2DL1
P43626;112267881;KIR2DL1
Q15735;27124;INPP5J
P35410;116511;MAS1L
Q8N687;245938;DEFB125
Q7Z4S9;284948;SH2D6
Q9ULE0;55841;WWC3
P0DMV8;3303;HSPA1A
Q9BXJ9;80155;NAA15
O60337;10299;MARCH6
Q9GZR7;57062;DDX24
P59103;267012;DAOA
P08651;4782;NFIC
Q6Q0C0;84231;TRAF7
P17693;3135;HLA-G
Q17RS7;348654;GEN1
P0DMV9;3304;HSPA1B
Q9HA92;55316;RSAD1
Q09FC8;55786;ZNF415
Q04726;7090;TLE3
O95801;7268;TTC4
P54803;2581;GALC
Q8TDB4;84709;MGARP
Q9H082;83452;RAB33B
P38432;8161;COIL
Q8IYU2;57531;HACE1
P17661;1674;DES
Q9NZM6;27039;PKD2L2
Q9P1U0;30834;ZNRD1
Q8NE00;54868;TMEM104
Q9ULG6;9236;CCPG1
Q9Y3Q7;8749;ADAM18
Q96AY4;23331;TTC28
Q9BYW3;81623;DEFB126
Q9H4A5;55204;GOLPH3L
Q96SE7;84671;ZNF347
Q86X55;10498;CARM1
Q9C0G6;1768;DNAH6
A6NEK1;645432;ARRDC5
Q02318;1593;CYP27A1
Q9H1M4;140850;DEFB127
Q14449;2888;GRB14
Q8TAC2;126119;JOSD2
Q96DZ5;25999;CLIP3
Q7Z7B8;245939;DEFB128
Q9Y282;51614;ERGIC3
Q03933;3298;HSF2
Q502W6;200403;VWA3B
Q86WJ1;9557;CHD1L
Q9H310;57127;RHBG
Q9H1M3;140881;DEFB129
Q00169;5306;PITPNA
Q14916;6568;SLC17A1
Q9HCG1;90338;ZNF160
Q9H2F3;80270;HSD3B7
Q6NSZ9;221785;ZSCAN25
P49640;2128;EVX1
O60462;8828;NRP2
Q8NH60;119679;OR52J3
Q8NA92;199745;THAP8
Q8NGJ4;119678;OR52E2
Q86XE3;286097;MICU3
P51159;5873;RAB27A
Q9BT04;80199;FUZ
Q8TD08;225689;MAPK15
O15047;9739;SETD1A
O43189;5252;PHF1
Q9BWQ6;78992;YIPF2
P62491;8766;RAB11A
P48739;23760;PITPNB
Q9Y6F7;9085;CDY2A
Q9Y6F7;253175;CDY2A
Q99856;1820;ARID3A
Q2MKA7;284654;RSPO1
Q9Y572;11035;RIPK3
P43630;3812;KIR3DL2
Q9NRX5;57515;SERINC1
Q5SRI9;79694;MANEA
Q96SB8;79677;SMC6
Q10587;7008;TEF
P49748;37;ACADVL
Q15042;22930;RAB3GAP1
Q8WXU2;161582;DNAAF4
Q8WTP8;64782;AEN
O95456;8624;PSMG1
P16519;5126;PCSK2
Q9UPQ9;23112;TNRC6B
Q03188;1060;CENPC
Q9UBU6;51439;FAM8A1
A6H8Y1;55814;BDP1
Q4AC99;390110;ACCSL
Q96PB1;64921;CASD1
Q9UJ37;10610;ST6GALNAC2
Q13563;5311;PKD2
A0A0B4J2F0;101928527;PIGBOS1
Q9NXR5;55608;ANKRD10
Q96SY0;81556;INTS14
H3BRN8;145788;C15orf65
Q9C010;5570;PKIB
O60888;51596;CUTA
Q8TAA5;134266;GRPEL2
Q5JQC4;100507170;CT47A12
Q9NR48;55870;ASH1L
Q5JQC4;255313;CT47A11
Q92521;9488;PIGB
O95782;160;AP2A1
P50548;2077;ERF
Q5T601;266977;ADGRF1
Q8IUS5;253152;EPHX4
Q99706;3805;KIR2DL4
Q99706;112268354;KIR2DL4
Q9NU53;116254;GINM1
P0DME0;646817;SETSIP
O15182;1070;CETN3
Q9H267;26276;VPS33B
Q8NFM4;196883;ADCY4
P35453;3239;HOXD13
Q6ZRV2;286077;FAM83H
Q6UXU4;146395;GSG1L
P35452;3238;HOXD12
P28827;5797;PTPRM
P55011;6558;SLC12A2
P30447;3105;HLA-A
P10314;3105;HLA-A
P30459;3105;HLA-A
Q15003;23397;NCAPH
P56182;8568;RRP1
Q5FWF4;84083;ZRANB3
Q13015;10962;MLLT11
Q5XKL5;23285;BTBD8
Q5XKL5;284697;BTBD8
P49840;2931;GSK3A
P10451;6696;SPP1
A8MYP8;440836;ODF3B
Q9BUN1;54964;C1orf56
Q9UPP5;23285;BTBD8
Q9UPP5;284697;BTBD8
Q8IZ20;257101;ZNF683
Q9Y2Q0;10396;ATP8A1
Q9NRM0;56606;SLC2A9
O95870;7920;ABHD16A
Q96FV9;9984;THOC1
Q9NRR8;56882;CDC42SE1
Q9NX04;54955;C1orf109
Q9ULZ2;26228;STAP1
P21918;1816;DRD5
P06127;921;CD5
P12107;1301;COL11A1
Q9H0J9;64761;PARP12
Q7Z4H7;54801;HAUS6
Q14106;10766;TOB2
P43699;7080;NKX2-1
Q99501;10634;GAS2L1
P14923;3728;JUP
P42680;7006;TEC
O75449;11104;KATNA1
Q6ZSC3;375287;RBM43
Q7Z401;10260;DENND4A
Q9NWX6;54974;THG1L
O15522;26257;NKX2-8
Q03518;6890;TAP1
P04637;7157;TP53
P21980;7052;TGM2
Q8N3F0;222166;MTURN
P63313;9168;TMSB10
B4DXR9;654254;ZNF732
O94874;23376;UFL1
Q86V40;129293;TRABD2A
Q86V40;105374836;TRABD2A
P31277;3237;HOXD11
Q9Y231;10690;FUT9
Q9BQT8;89874;SLC25A21
Q9BYJ9;54915;YTHDF1
Q8NE71;23;ABCF1
Q14957;2905;GRIN2C
Q53TN4;79901;CYBRD1
P28358;3236;HOXD10
P28065;5698;PSMB9
Q9NQG5;58490;RPRD1B
Q9HB40;59342;SCPEP1
O43663;9055;PRC1
O15516;9575;CLOCK
P0C7M3;253970;SFTA3
O15318;10622;POLR3G
P51793;1183;CLCN4
Q92737;10633;RASL10A
P54578;9097;USP14
O43252;9061;PAPSS1
Q96RL1;51720;UIMC1
Q9ULL5;57479;PRR12
O60637;10099;TSPAN3
Q68D91;153364;MBLAC2
Q9H361;5042;PABPC3
P19971;1890;TYMP
P55771;5083;PAX9
A6NM62;105378803;LRRC53
Q9H9Z2;79727;LIN28A
O60721;9187;SLC24A1
Q9HC07;55858;TMEM165
O15399;2906;GRIN2D
Q7Z7B7;400830;DEFB132
O94768;9262;STK17B
Q9HCK5;192670;AGO4
P28062;5696;PSMB8
P0DMR2;653486;SCGB1C2
O43819;9997;SCO2
P43628;3804;KIR2DL3
Q5JQC4;728036;CT47A10
Q7RTP0;123606;NIPA1
Q7Z4N2;4308;TRPM1
P01133;1950;EGF
P20815;1577;CYP3A5
P56381;514;ATP5F1E
Q8WZ79;58511;DNASE2B
Q96QU6;84680;ACCS
Q15928;7700;ZNF141
P13378;3234;HOXD8
Q02153;2983;GUCY1B1
Q9H4B7;81027;TUBB1
Q8IVH8;8491;MAP4K3
Q9H596;63904;DUSP21
Q8TDW7;120114;FAT3
Q96AZ6;3669;ISG20
O43824;8225;GTPBP6
Q59H18;51086;TNNI3K
Q8IYH5;26009;AC118549.1
Q96N66;79143;MBOAT7
Q5JQC4;728042;CT47A9
P31249;3232;HOXD3
P98155;7436;VLDLR
Q7RTV0;84844;PHF5A
Q5JQC4;728049;CT47A8
P28356;3235;HOXD9
Q5JQC4;653282;CT47A7
Q07666;10657;KHDRBS1
Q15061;23160;WDR43
Q8N7J2;219287;AMER2
Q5JQC4;728062;CT47A6
Q9NSA0;55867;SLC22A11
Q86W34;51321;AMZ2
Q8IXL6;56975;FAM20C
Q8NBL3;130733;TMEM178A
O14817;7106;TSPAN4
Q5JQC4;728072;CT47A5
Q8NBM8;78991;PCYOX1L
Q5VVC0;388649;C1orf146
Q5JQC4;728075;CT47A4
Q5U5Q3;51320;MEX3C
Q9UIJ5;51201;ZDHHC2
Q9NUJ7;55344;PLCXD1
P00813;100;ADA
Q5JQC4;728082;CT47A3
Q9NY72;55800;SCN3B
Q6UW02;57404;CYP20A1
Q12899;7726;TRIM26
Q6IBW4;29781;NCAPH2
Q8IX30;222663;SCUBE3
Q5JQC4;728090;CT47A2
Q5JQC4;728096;CT47A1
P49448;2747;GLUD2
Q6IA86;55250;ELP2
Q7Z589;56946;EMSY
Q9GZZ0;3231;HOXD1
Q9UHF5;27190;IL17B
P18405;6715;SRD5A1
P14373;5987;TRIM27
P09016;3233;HOXD4
Q9GZU3;55116;TMEM39B
O43766;11019;LIAS
P30519;3163;HMOX2
O95258;9016;SLC25A14
Q96BM0;122509;IFI27L1
Q8WTU0;414301;DDI1
Q9Y3B1;51012;PRELID3B
Q9P281;57597;BAHCC1
A6NEE1;400224;PLEKHD1
Q9NQR7;56936;CCDC177
Q9GZP0;80310;PDGFD
Q53GD3;80736;SLC44A4
Q8WZ92;120065;OR5P2
Q9Y2B9;11142;PKIG
Q8WZ94;120066;OR5P3
Q9NUD7;140680;C20orf96
Q9H892;54970;TTC12
Q6S9Z5;133923;ZNF474
Q86UD4;79673;ZNF329
O14737;9141;PDCD5
O14791;8542;APOL1
O14772;8790;FPGT
Q9UPP1;23133;PHF8
Q92537;9766;SUSD6
Q96LI6;86614;HSFY1
Q96LI6;159119;HSFY1
Q8N3S3;57157;PHTF2
Q9H1P3;9885;OSBPL2
Q8TBB0;152815;THAP6
Q14184;8447;DOC2B
P58181;26496;OR10A3
Q99680;2845;GPR22
Q86W26;338322;NLRP10
Q16706;4124;MAN2A1
Q8WY07;84889;SLC7A3
Q8TB22;64847;SPATA20
P53999;10923;SUB1
Q13433;25800;SLC39A6
Q9HBL8;57407;NMRAL1
Q8TF20;170960;ZNF721
Q8IYX8;285753;CEP57L1
A6ND91;554235;ASPDH
A6NH21;619189;SERINC4
P61266;112755;STX1B
O15069;23148;NACAD
Q5TD97;9457;FHL5
P25800;4004;LMO1
Q8NE71;23;ABCF1
Q9NX55;25764;HYPK
P25205;4172;MCM3
P32969;6133;RPL9
Q9NZ20;50487;PLA2G3
Q9UL18;26523;AGO1
O75635;8710;SERPINB7
Q9H6Z4;8498;RANBP3
Q14494;4779;NFE2L1
P31937;11112;HIBADH
Q9UP83;10466;COG5
Q9H792;79834;PEAK1
Q9NWH2;729515;TMEM242
Q9UQF0;30816;ERVW-1
O94822;26046;LTN1
Q13202;1850;DUSP8
Q8N2E2;221806;VWDE
A5D8V6;55048;VPS37C
Q5JPB2;128611;ZNF831
Q6L8H4;387264;KRTAP5-1
Q96JM7;84456;L3MBTL3
Q701N4;440021;KRTAP5-2
Q7Z4U5;404220;C6orf201
Q9NT99;94030;LRRC4B
Q99519;4758;NEU1
Q9H0Q3;53826;FXYD6
P84101;10169;SERF2
P18577;6006;RHCE
Q8NHG8;223082;ZNRF2
P78368;1455;CSNK1G2
Q9GZN7;79641;ROGDI
Q6UXH0;55908;ANGPTL8
O95620;11062;DUS4L
Q8TBZ2;84073;MYCBPAP
Q13304;2840;GPR17
Q96GF1;91445;RNF185
Q96PM5;25898;RCHY1
Q08AI6;151258;SLC38A11
Q68CK6;348158;ACSM2B
Q8N122;57521;RPTOR
Q96CA5;79444;BIRC7
Q9UJ68;4482;MSRA
Q03135;857;CAV1
Q96T88;29128;UHRF1
Q9H201;55040;EPN3
K7EJ46;440335;SMIM22
Q6L8H2;387266;KRTAP5-3
Q701N2;439915;KRTAP5-5
P30101;2923;PDIA3
O43933;5189;PEX1
P54219;6570;SLC18A1
Q2NL98;400673;VMAC
P0C7Q6;643664;SLC35G6
O60381;26959;HBP1
P11532;1756;DMD
Q9P1Z0;57659;ZBTB4
Q96HP0;57572;DOCK6
Q13938;828;CAPS
P54710;486;FXYD2
Q9NUD5;85364;ZCCHC3
Q8N6K7;154075;SAMD3
Q9UKT9;22806;IKZF3
Q7Z3D4;116068;LYSMD3
Q9BQG1;84258;SYT3
O95807;23585;TMEM50A
P49790;9972;NUP153
Q5C9Z4;64434;NOM1
Q86XR2;199786;FAM129C
Q8IYM1;124404;SEPT12
Q9HB65;80237;ELL3
P0DJD7;643847;PGA4
Q969H9;116093;DIRC1
O75521;10455;ECI2
O15370;6666;SOX12
P68104;1915;EEF1A1
Q53GD3;80736;SLC44A4
Q96QE4;114659;LRRC37B
Q9NSC7;55808;ST6GALNAC1
Q8WUU5;57798;GATAD1
P10301;6237;RRAS
Q9UBG0;9902;AC080038.1
Q96PC2;117283;IP6K3
Q5H9U9;91351;DDX60L
Q9NX20;54948;MRPL16
Q8IZN3;79683;ZDHHC14
Q96QC0;5514;PPP1R10
Q92766;6239;RREB1
Q53SF7;22837;COBLL1
Q12778;2308;FOXO1
O75509;27242;TNFRSF21
Q9NU63;346171;ZFP57
Q9GZP1;80023;NRSN2
P0DJD8;643834;PGA3
Q13287;9111;NMI
Q9Y676;28973;MRPS18B
Q8IXS0;222826;FAM217A
P35548;4488;MSX2
C9J6K1;342918;C19orf81
Q13536;10485;C1orf61
Q53HL2;55143;CDCA8
O43193;2862;MLNR
Q9H7N4;58506;SCAF1
Q6ZUX3;165186;TOGARAM2
Q9UJW7;7772;ZNF229
Q9BSV6;79042;TSEN34
P48775;6999;TDO2
Q96N66;79143;MBOAT7
Q8TD84;57453;DSCAML1
P98187;11283;CYP4F8
A6NGG8;388939;PCARE
Q9UJU3;7771;ZNF112
P0DJD9;5222;PGA5
Q5JNZ3;282890;ZNF311
Q96C74;83853;ROPN1L
Q99418;9266;CYTH2
Q9Y6H5;9627;SNCAIP
Q9NY37;51802;ASIC5
Q96C11;55277;FGGY
Q13243;6430;SRSF5
Q96NJ3;26974;ZNF285
O15405;27324;TOX3
Q92791;10609;P3H4
P84157;439921;MXRA7
Q8WX93;23022;PALLD
Q9UHY1;29959;NRBP1
P13942;1302;COL11A2
Q9UNX9;3770;KCNJ14
Q9NPC3;57820;CCNB1IP1
P83369;134353;LSM11
Q13523;8899;PRPF4B
P53671;3985;LIMK2
Q86VZ6;221895;JAZF1
Q9NRZ5;56895;AGPAT4
Q9BQ67;83743;GRWD1
Q08477;4051;CYP4F3
P30504;3107;HLA-C
Q9TNN7;3107;HLA-C
P30505;3107;HLA-C
Q07000;3107;HLA-C
Q95604;3107;HLA-C
Q9UMY4;29934;SNX12
Q9HCM9;56658;TRIM39
Q9Y4X5;25820;ARIH1
Q8N4T8;84869;CBR4
Q9UIL4;3834;KIF25
P56705;54361;WNT4
A6NGA9;338949;TMEM202
Q8TE67;79574;EPS8L3
Q9Y217;9107;MTMR6
Q9H633;79897;RPP21
Q9H633;202658;RPP21
Q9C0B0;85451;UNK
Q96QC0;5514;PPP1R10
Q14155;8874;ARHGEF7
Q9Y467;6297;SALL2
Q96S37;116085;SLC22A12
P78352;1742;DLG4
Q8WXG9;84059;ADGRV1
P48595;5273;SERPINB10
P08686;1589;CYP21A2
P21266;2947;GSTM3
P84243;3021;H3F3B
Q9Y676;28973;MRPS18B
Q9Y3N9;26692;OR2W1
P51532;6597;SMARCA4
Q9Y6U3;85477;SCIN
B9A064;100423062;IGLL5
Q86YJ6;55258;THNSL2
O15021;375449;MAST4
P46439;2949;GSTM5
P49286;4544;MTNR1B
Q9NY46;6328;SCN3A
Q9Y2G9;22904;SBNO2
Q16281;1261;CNGA3
P50219;3110;MNX1
P05120;5055;SERPINB2
Q86VP1;8887;TAX1BP1
P08581;4233;MET
P23560;627;BDNF
P24666;52;ACP1
P14138;1908;EDN3
Q8TEZ7;85315;PAQR8
O76000;442184;OR2B3
O76001;442186;OR2J3
P78347;2969;GTF2I
P98177;4303;FOXO4
O76002;26707;OR2J2
P04085;5154;PDGFA
O95835;9113;LATS1
Q969G5;112464;CAVIN3
Q6UWB4;203074;PRSS55
Q8NBW4;153129;SLC38A9
O94766;26229;B3GAT3
Q8N584;125488;TTC39C
A0A0J9YWL9;100129520;TEX13C
P22105;7148;TNXB
Q9BWV3;81602;CDADC1
Q15035;9697;TRAM2
P27352;2694;CBLIF
P11233;5898;RALA
Q5VW00;340578;DCAF12L2
P98066;7130;TNFAIP6
Q9P270;57606;SLAIN2
Q9Y2G5;23275;POFUT2
Q5SQ64;259215;LY6G6F
Q9BQW3;57593;EBF4
Q6ZS82;388531;RGS9BP
Q9H2C5;390054;OR52A5
O95868;58530;LY6G6D
O95868;110599563;LY6G6D
P21728;1812;DRD1
Q16661;2981;GUCA2B
Q9UKL2;23538;OR52A1
Q9P0J7;56888;KCMF1
Q96EP9;201780;SLC10A4
Q9UBC1;4795;NFKBIL1
Q9H2C8;283111;OR51V1
Q5VU92;139170;DCAF12L1
Q86SH2;326340;ZAR1
Q8TD35;198437;LKAAEAR1
Q7Z4I7;55679;LIMS2
Q96GC6;10782;ZNF274
O75264;284422;SMIM24
P30481;3106;HLA-B
Q9BYT3;65975;STK33
P42263;2892;GRIA3
Q9BSF4;90580;TIMM29
Q5TF21;387104;SOGA3
Q9NZQ8;29850;TRPM5
Q12805;2202;EFEMP1
Q6ZU52;9729;KIAA0408
P41146;4987;OPRL1
P59942;401250;MCCD1
Q99250;6326;SCN2A
Q9UPR6;23217;ZFR2
Q16667;1033;CDKN3
Q9Y5K6;23607;CD2AP
Q9UL40;23567;ZNF346
Q02747;2980;GUCA2A
Q14247;2017;CTTN
Q96NW4;84079;ANKRD27
Q14691;9837;GINS1
P02461;1281;COL3A1
P20061;6947;TCN1
Q12846;6810;STX4
Q96HL8;26751;SH3YL1
O00476;10786;SLC17A3
O60309;374819;LRRC37A3
B1ATL7;100130613;PRR32
Q8NC54;56951;C5orf15
Q8TAK5;126626;GABPB2
Q9GZK7;26531;OR11A1
Q99706;3805;KIR2DL4
Q99706;112268354;KIR2DL4
P43632;3809;KIR2DS4
Q4V328;56850;GRIPAP1
Q92782;8193;DPF1
A8MTJ6;344167;FOXI3
P17213;671;BPI
Q8N370;124935;SLC43A2
Q9NRA2;26503;SLC17A5
P17405;6609;SMPD1
Q9NQI0;54514;DDX4
Q93063;2132;EXT2
Q13568;3663;IRF5
Q96LM6;200523;TEX37
Q9GZK4;26716;OR2H1
Q8IWN7;94137;RP1L1
Q5JYT7;85449;KIAA1755
Q15102;5050;PAFAH1B3
P08686;1589;CYP21A2
P31785;3561;IL2RG
P68871;3043;HBB
Q6P047;203076;C8orf74
P24928;5430;POLR2A
A6NJB7;284338;PRR19
Q8TD26;84181;CHD6
Q96Q15;23049;SMG1
Q8TDY3;140625;ACTRT2
Q5JZY3;284656;EPHA10
A6NEN9;158830;CXorf65
O95867;80740;LY6G6C
A1A4S6;79658;ARHGAP10
A0AVT1;55236;UBA6
Q9Y2I6;22981;NINL
Q96BK5;54984;PINX1
Q9UIM3;63943;FKBPL
Q9P1Q0;51542;VPS54
Q96CC6;64285;RHBDF1
Q5JVL4;114327;EFHC1
Q9UPW0;22887;FOXJ3
Q07654;7033;TFF3
Q6H3X3;353091;RAET1G
Q9BT81;83595;SOX7
Q8TDG2;139741;ACTRT1
Q96QU8;23214;XPO6
Q96N66;79143;MBOAT7
Q99798;50;ACO2
Q96IJ6;29926;GMPPA
Q6NYC1;23210;JMJD6
O95866;80739;MPIG6B
Q8NHL6;10859;LILRB1
A0A2R8Y4Y8;107987155;OOSP4B
Q96TC7;55177;RMDN3
Q86VZ4;84918;LRP11
Q9NUA8;9923;ZBTB40
P24462;1551;CYP3A7
Q03403;7032;TFF2
Q9P0K1;53616;ADAM22
Q9BXP5;51593;SRRT
Q13136;8500;PPFIA1
Q96RK0;23152;CIC
A6NI79;26112;CCDC69
Q9HCS4;83439;TCF7L1
Q9Y676;28973;MRPS18B
Q15386;9690;UBE3C
Q9Y535;171568;POLR3H
Q96FT7;55515;ASIC4
P17900;2760;GM2A
Q8NFH3;348995;NUP43
P78383;10237;SLC35B1
Q01453;5376;PMP22
P06681;717;C2
Q9NX05;54954;FAM120C
Q719H9;284252;KCTD1
Q9UBC1;4795;NFKBIL1
Q9NZJ5;9451;EIF2AK3
Q8NGC4;26533;OR10G3
A6NCL7;651746;ANKRD33B
Q8TD07;135250;RAET1E
Q96QC0;5514;PPP1R10
Q9NYK5;54148;MRPL39
Q9H5J4;79071;ELOVL6
Q7L1S5;83539;CHST9
Q8WTS6;80854;SETD7
Q15772;10290;SPEG
P35579;4627;MYH9
Q8NGC3;26534;OR10G2
O00746;4833;NME4
Q6ZMT4;80853;KDM7A
Q14CM0;9758;FRMPD4
Q8NGC2;26686;OR4E2
Q8IVV8;128414;NKAIN4
Q01459;1486;CTBS
P0C645;26687;OR4E1
O94953;23030;KDM4B
Q86XS8;55819;RNF130
P55087;361;AQP4
P13747;3133;HLA-E
P19086;2781;GNAZ
O95125;7753;ZNF202
Q9C073;81558;FAM117A
Q6IQ22;201475;RAB12
Q8N5C7;56986;DTWD1
Q9UGN5;10038;PARP2
Q99808;2030;SLC29A1
